"symbol","ensembl","log2FoldChange","padj","significance"
"TRABD2A","ENSG00000186854",-0.795617563600081,0.000720162340783569,"NS"
"CCL20","ENSG00000115009",-2.92657582397506,0.000729496843430334,"Down"
"SLC4A5","ENSG00000188687",-1.33068600423464,0.000731331398541589,"Down"
"ABCB8","ENSG00000197150",0.294349498264468,0.000734781961906353,"NS"
"APOO","ENSG00000184831",0.429274172867033,0.000737282699730026,"NS"
"ATXN7","ENSG00000163635",-0.380825311390664,0.000739715159214811,"NS"
"DAP","ENSG00000112977",0.388457244055688,0.000748993303211205,"NS"
"BMT2","ENSG00000164603",-0.522422178874636,0.000750366376503507,"NS"
"IGKV6D-21","ENSG00000225523",2.9036425000268,0.000755962265272383,"Up"
"TMEM229B","ENSG00000198133",-0.580831227343928,0.00075673168657016,"NS"
"SEC22A","ENSG00000121542",-0.416527031065101,0.000756905046888241,"NS"
"TRPC1","ENSG00000144935",-0.972158492300872,0.000757259150609164,"NS"
"OXTR","ENSG00000180914",1.48403120922554,0.000764046203434655,"Up"
NA,"ENSG00000214106",-0.380501398704504,0.000764046203434655,"NS"
"BRCC3","ENSG00000185515",0.335800600608338,0.000764046203434655,"NS"
NA,"ENSG00000277836",2.6194234261305,0.000764046203434655,"Up"
"RPGRIP1","ENSG00000092200",-0.846345620912384,0.000764078850516701,"NS"
"DUSP11","ENSG00000144048",-0.410645653094322,0.000767926180324081,"NS"
NA,"ENSG00000267279",1.27863353363771,0.000767926180324081,"Up"
"YARS1","ENSG00000134684",0.312642417090829,0.000769265310840209,"NS"
"ADORA1","ENSG00000163485",-1.96496910328706,0.000775661324418983,"Down"
"CTSB","ENSG00000164733",0.669054342862727,0.000775661324418983,"NS"
"ATOX1","ENSG00000177556",0.438866384981631,0.000781106499479911,"NS"
"GHITM","ENSG00000165678",0.264176591781283,0.000781255048009713,"NS"
NA,"ENSG00000259820",-2.23058668194562,0.000782365708915055,"Down"
"FANCA","ENSG00000187741",0.551804982424488,0.000782365708915055,"NS"
"ZNF671","ENSG00000083814",-0.615689669079577,0.000782365708915055,"NS"
"STAB1","ENSG00000010327",0.900825034485027,0.000785567460780217,"NS"
"DPCD","ENSG00000166171",0.552927188906082,0.000788873794324638,"NS"
"ARHGAP17","ENSG00000140750",-0.271367016590802,0.000788873794324638,"NS"
"HDGF","ENSG00000143321",0.306185429918183,0.000791988986560231,"NS"
"MTCO1P12","ENSG00000237973",1.76385754087988,0.000793311720841329,"Up"
"USPL1","ENSG00000132952",-0.488318692137733,0.000793476994684168,"NS"
"FXYD5","ENSG00000089327",0.255089128645741,0.000793476994684168,"NS"
"IP6K2","ENSG00000068745",-0.354803091899878,0.000795494935422092,"NS"
"MICU1","ENSG00000107745",0.395247104896902,0.000795681845085434,"NS"
"PNRC1","ENSG00000146278",-0.597707129565485,0.000799093006578709,"NS"
"ID2","ENSG00000115738",0.645731567988057,0.000800043398408627,"NS"
"IGHV3-72","ENSG00000225698",2.30614220665292,0.00080074359355544,"Up"
"GALNS","ENSG00000141012",0.472691414858454,0.000800812914452156,"NS"
"LY9","ENSG00000122224",-0.627026567897681,0.000800885800685626,"NS"
"TMEM256","ENSG00000205544",0.514816519927318,0.000800885800685626,"NS"
"TARM1","ENSG00000248385",2.24316730682102,0.000800885800685626,"Up"
"PSENEN","ENSG00000205155",0.373487238641449,0.000808576207738872,"NS"
"IGHV3-73","ENSG00000211976",3.83954320843713,0.000808797587768811,"Up"
"ERLEC1","ENSG00000068912",0.349060966801377,0.000810432848806778,"NS"
"PILRB","ENSG00000121716",-1.0741710836397,0.000810593042941945,"Down"
"USB1","ENSG00000103005",0.408718718585622,0.000810758183441518,"NS"
"HID1","ENSG00000167861",0.699421616556405,0.000810758183441518,"NS"
"RNF10","ENSG00000022840",0.341404260342131,0.000817864579012481,"NS"
"STON2","ENSG00000140022",1.11814670783392,0.000817864579012481,"Up"
NA,"ENSG00000233554",0.650773391014024,0.00082161503071976,"NS"
"ZNF761","ENSG00000160336",-0.547491102597951,0.000821654841825887,"NS"
"RALGAPB","ENSG00000170471",-0.282132227269514,0.000823024875485459,"NS"
"GNB1","ENSG00000078369",0.250284202087089,0.000827094080370754,"NS"
"ANKZF1","ENSG00000163516",-0.375116513970521,0.00082946975976675,"NS"
"C2CD2","ENSG00000157617",-0.500721339162991,0.000834437176682175,"NS"
"CHERP","ENSG00000085872",-0.402695075462948,0.000834516185413053,"NS"
"DOCK4","ENSG00000128512",0.807527802225359,0.000834672590554116,"NS"
"CCDC24","ENSG00000159214",0.728742132778964,0.000836412487011246,"NS"
"PRKG1","ENSG00000185532",1.51517075489733,0.000837266405750598,"Up"
"UVSSA","ENSG00000163945",-0.339773985776466,0.000838644272317567,"NS"
"CDKN2AIPNL","ENSG00000237190",0.338302455635371,0.000840404141537264,"NS"
"TAF1A","ENSG00000143498",-0.60658582690455,0.000841376672639865,"NS"
"TPD52L2","ENSG00000101150",0.366396981460872,0.000844379915063872,"NS"
"CENPX","ENSG00000169689",0.30558420024659,0.000845196131545967,"NS"
"CEP126","ENSG00000110318",-0.64494026922697,0.000847007142367245,"NS"
"C1R","ENSG00000159403",0.809746591634557,0.000851297302886848,"NS"
NA,"ENSG00000225313",1.03036625047671,0.000856377833288275,"Up"
"NUMA1","ENSG00000137497",-0.282312410758489,0.000856632892341276,"NS"
"TMEM106B","ENSG00000106460",-0.44494301161144,0.000858586265685227,"NS"
"MITF","ENSG00000187098",0.711245427492389,0.000859171351719687,"NS"
"LOC105375754","ENSG00000286010",-1.4027497500444,0.000859550422743707,"Down"
"LGR4","ENSG00000205213",-0.724752424709171,0.000859657131009366,"NS"
"VPS29","ENSG00000111237",0.328203105476878,0.00086403207201016,"NS"
"KCTD7","ENSG00000243335",-0.586151933010991,0.00086451361447188,"NS"
"IGKV1D-13","ENSG00000276566",3.50004581522376,0.000867864270009701,"Up"
"P2RY1","ENSG00000169860",0.971407780306056,0.000868799874501214,"NS"
"AQP9","ENSG00000103569",1.06120022569525,0.000870531665979663,"Up"
"FBXO42","ENSG00000037637",-0.316791337293933,0.000871530068176134,"NS"
"DHX16","ENSG00000204560",-0.281203627181179,0.000871530068176134,"NS"
"ZKSCAN1","ENSG00000106261",-0.299289374385857,0.000871530068176134,"NS"
"DUX4L26","ENSG00000236138",1.57271362609946,0.000872592570329393,"Up"
"FECH","ENSG00000066926",0.829292015974608,0.000883304832522356,"NS"
"GTF3A","ENSG00000122034",0.268147101983955,0.000888776290446854,"NS"
NA,"ENSG00000280128",-0.635411142887806,0.0008891749778097,"NS"
"ZNF354C","ENSG00000177932",-0.675866552445472,0.00089317271686987,"NS"
"ZNF672","ENSG00000171161",-0.305146281201913,0.00089497501994255,"NS"
"LAPTM4A","ENSG00000068697",0.404364264452916,0.000896604796929292,"NS"
"ACOX2","ENSG00000168306",1.29729809942148,0.000899322220252615,"Up"
"H2AZ1","ENSG00000164032",0.404813731729478,0.000904706073456925,"NS"
"WDR13","ENSG00000101940",0.343357926464498,0.0009055519950458,"NS"
"ZNF829","ENSG00000185869",-0.722586013845894,0.000905560877476456,"NS"
"IGKV2D-29","ENSG00000243264",1.85125694986223,0.00090817884102711,"Up"
"RPS6KA3","ENSG00000177189",-0.289390017795169,0.00090817884102711,"NS"
"DCUN1D2","ENSG00000150401",-0.447168758286535,0.00090817884102711,"NS"
"IL21R-AS1","ENSG00000259954",-1.65454055649665,0.000908654861143862,"Down"
NA,"ENSG00000260401",-1.42262304443978,0.000911734685898168,"Down"
"MIEN1","ENSG00000141741",0.289673114828589,0.000914529564162408,"NS"
"NSA2","ENSG00000164346",0.469488109778622,0.000915815765579357,"NS"
NA,"ENSG00000226608",0.542265578729784,0.000915979642850121,"NS"
"SGO2","ENSG00000163535",0.694467880439974,0.000916717090141387,"NS"
"CLOCK","ENSG00000134852",-0.420052435097619,0.000920298702821343,"NS"
"HMGB1","ENSG00000189403",0.332180942095282,0.000920298702821343,"NS"
"COPRS","ENSG00000172301",0.461084682263017,0.000920298702821343,"NS"
"PRSS27","ENSG00000172382",1.15773368639757,0.000921288350388235,"Up"
"NUDT18","ENSG00000275074",0.428629020527079,0.00092227005092291,"NS"
"THOC5","ENSG00000100296",0.254331233422556,0.000922825735820355,"NS"
"ZNF212","ENSG00000170260",-0.532725590703861,0.000925393809877542,"NS"
"NFYA","ENSG00000001167",-0.354451172158376,0.000926924852104021,"NS"
"RUNX2","ENSG00000124813",-0.525613271769237,0.000927862896207184,"NS"
"FBH1","ENSG00000134452",0.263548239373054,0.000929432089495563,"NS"
"ZNF302","ENSG00000089335",-0.432804411175399,0.00093114179566209,"NS"
"SAE1","ENSG00000142230",0.289635776157159,0.000932153061347376,"NS"
NA,"ENSG00000225964",1.54613534534232,0.000933769310562663,"Up"
"CASD1","ENSG00000127995",-0.424630223193768,0.000934563438246628,"NS"
"DOT1L","ENSG00000104885",0.406663497010252,0.000942010042022671,"NS"
"SPRY2","ENSG00000136158",1.20766243144495,0.000943631266134855,"Up"
"ZNF469","ENSG00000225614",-0.714121497716112,0.0009448592142136,"NS"
"SMG1P1","ENSG00000237296",-1.53496301127694,0.000945307558533866,"Down"
"GALNT18","ENSG00000110328",1.40165774840846,0.000949480351521293,"Up"
"SPATA13","ENSG00000182957",-0.46446892414415,0.000949480351521293,"NS"
"MT1F","ENSG00000198417",0.605742286151704,0.00094984913048249,"NS"
"SEPTIN11","ENSG00000138758",0.403439989144343,0.000951055063472851,"NS"
"ST6GALNAC4","ENSG00000136840",0.569439489580686,0.000956483760564412,"NS"
"PYCR2","ENSG00000143811",-0.415344126125604,0.000957851751728637,"NS"
"UBE2G1","ENSG00000132388",0.298991999511975,0.000961435991448154,"NS"
NA,"ENSG00000272506",1.28870749761022,0.000963622619407454,"Up"
"DCUN1D4","ENSG00000109184",-0.432429940121048,0.000964073867466549,"NS"
"EHD2","ENSG00000024422",1.33705161744515,0.000965338845360279,"Up"
"APOBEC3H","ENSG00000100298",0.898740918199118,0.000966302628852697,"NS"
"SELL","ENSG00000188404",0.598768412447769,0.000966909471040183,"NS"
"DISC1","ENSG00000162946",-0.626051920008282,0.000968523990918516,"NS"
"TIAM2","ENSG00000146426",-0.792174202486001,0.000968523990918516,"NS"
"IL10RB","ENSG00000243646",0.632596255792919,0.000969167416273858,"NS"
"CUEDC2","ENSG00000107874",0.335051394864806,0.000969224557129602,"NS"
"CRAMP1","ENSG00000007545",-0.415793147796463,0.000969224557129602,"NS"
"TCAF2","ENSG00000170379",-0.556898011024616,0.000976514913016594,"NS"
"ACADSB","ENSG00000196177",-0.31611263886006,0.000976514913016594,"NS"
"ZBTB37","ENSG00000185278",-0.419593826882877,0.00098077913906875,"NS"
"CCND3","ENSG00000112576",0.394410983296521,0.000985982849097816,"NS"
"MRPL10","ENSG00000159111",0.349298793656009,0.000985982849097816,"NS"
"PGGHG","ENSG00000142102",-0.800548420229116,0.000987534366952222,"NS"
"IGFBP2","ENSG00000115457",1.90311072226485,0.000988846654452846,"Up"
"ACVR1B","ENSG00000135503",0.639796667224864,0.000991912985395683,"NS"
"MTERF4","ENSG00000122085",-0.396238898379476,0.000993573467627315,"NS"
"ZNF461","ENSG00000197808",-0.58036478999957,0.000994332155606041,"NS"
"NVL","ENSG00000143748",-0.243238858025043,0.000997454392207051,"NS"
"MRPL41","ENSG00000182154",0.358779308205825,0.00100314900621562,"NS"
"BLM","ENSG00000197299",0.4335424079257,0.00100314900621562,"NS"
"PDPR","ENSG00000090857",-0.519594937585352,0.00100314900621562,"NS"
"URB2","ENSG00000135763",-0.390588470585799,0.00100679105078122,"NS"
"LINC00205","ENSG00000223768",-0.567662145186955,0.00101084817964384,"NS"
"FAU","ENSG00000149806",0.296723798400804,0.00101235490198017,"NS"
"HPGD","ENSG00000164120",0.805853965707871,0.00101315252961442,"NS"
"ZNF44","ENSG00000197857",-0.439676515552385,0.00101322941676551,"NS"
"FAM174C","ENSG00000228300",0.273780395091702,0.0010216736479549,"NS"
"LYPD3","ENSG00000124466",-1.9837315419381,0.00104254617121804,"Down"
"DNAAF2","ENSG00000165506",-0.550286326713709,0.00105525372027049,"NS"
"ZNF606","ENSG00000166704",-0.672364783986331,0.0010578004034704,"NS"
NA,"ENSG00000229021",0.860375686947019,0.00106628610457533,"NS"
"BOP1","ENSG00000261236",0.318427485383477,0.00106628610457533,"NS"
"PRTFDC1","ENSG00000099256",1.03798033515666,0.00106697984218422,"Up"
"ZNF224","ENSG00000267680",-0.444084741031619,0.00106855787778467,"NS"
"GCSAM","ENSG00000174500",-0.837990114206564,0.00107093745933623,"NS"
"FITM2","ENSG00000197296",-0.567422163917463,0.00107280930161171,"NS"
"RAP2B","ENSG00000181467",0.282272671054189,0.00107557997375383,"NS"
"SOCS6","ENSG00000170677",0.580589987199209,0.00108303084114846,"NS"
"FBXO31","ENSG00000103264",-0.415491649955298,0.00108483951789973,"NS"
"LINC01359","ENSG00000226891",1.03489186761802,0.00108594844567034,"Up"
"INPP5E","ENSG00000148384",-0.378717011533682,0.00108678119061519,"NS"
"NEXN","ENSG00000162614",0.981442944891306,0.0010885821492583,"NS"
"DMAC2","ENSG00000105341",0.369745662644038,0.00109298586220725,"NS"
"RER1","ENSG00000157916",0.207073091359212,0.00109762038744692,"NS"
"STAT5B","ENSG00000173757",-0.233137417890893,0.00110011836596605,"NS"
"CXCR4","ENSG00000121966",-1.13496903775378,0.00110266205472089,"Down"
"RTL8C","ENSG00000134590",0.332604110332634,0.00110266205472089,"NS"
"PTPRF","ENSG00000142949",1.2318922487091,0.0011031423596448,"Up"
"IKBKB","ENSG00000104365",-0.331055018695984,0.00111236482757462,"NS"
NA,"ENSG00000215790",-0.92736016840086,0.00111551389073919,"NS"
"ZKSCAN7","ENSG00000196345",-0.821530962755945,0.00111561580923037,"NS"
"PPIA","ENSG00000196262",0.336688477177003,0.00111608431436052,"NS"
"MED29","ENSG00000063322",-0.287054563581625,0.00111627612735641,"NS"
"PPIL2","ENSG00000100023",-0.280990594234775,0.0011229683987021,"NS"
"PTPN18","ENSG00000072135",0.372266695165052,0.00112507081099194,"NS"
"PRMT9","ENSG00000164169",-0.838080181526819,0.00112988166909602,"NS"
"TALDO1","ENSG00000177156",0.492178913300762,0.00112988166909602,"NS"
"TRIB1","ENSG00000173334",0.807197957417917,0.00113168052201925,"NS"
"ICMT","ENSG00000116237",0.451431976356673,0.00113570691679509,"NS"
"MPG","ENSG00000103152",0.32660995909512,0.00115046840498427,"NS"
"NFIX","ENSG00000008441",0.899287722969592,0.0011512805726484,"NS"
"RUSC1","ENSG00000160753",0.322682725038153,0.00115579827706494,"NS"
"FOXJ1","ENSG00000129654",-2.52501643732766,0.00116262861404449,"Down"
"ZFP90","ENSG00000184939",-0.497462494157744,0.00116790509122819,"NS"
"ATP5MF","ENSG00000241468",0.401097925986308,0.00116977914046232,"NS"
"CCDC150","ENSG00000144395",1.1486343233746,0.00117069297775376,"Up"
"MRPS25","ENSG00000131368",-0.315367997850527,0.00117454297389203,"NS"
"ANKRD42","ENSG00000137494",-0.426537539045484,0.001184346693329,"NS"
NA,"ENSG00000223725",-0.869364018683299,0.00118881429031736,"NS"
NA,"ENSG00000285888",-1.66322898927324,0.00118881429031736,"Down"
"TMEM183A","ENSG00000163444",0.281329178133282,0.00119117676818367,"NS"
"MTR","ENSG00000116984",-0.336595513244346,0.00119117676818367,"NS"
"COPZ1","ENSG00000111481",0.243583656010558,0.00120757065144462,"NS"
"TRMT112","ENSG00000173113",0.241988291781134,0.00121191300130825,"NS"
"POTEE","ENSG00000188219",0.660762303712687,0.00121397553627045,"NS"
"MAP2K2","ENSG00000126934",0.243864724342481,0.00121397553627045,"NS"
"ZNF805","ENSG00000204524",-0.530850814518212,0.00121776653114165,"NS"
"TNFRSF25","ENSG00000215788",-0.792022285219043,0.00122099666825415,"NS"
"ZBTB11","ENSG00000066422",-0.5953136652285,0.00122250347808755,"NS"
"KLHL3","ENSG00000146021",-0.733234816061402,0.00122399735102629,"NS"
"AGFG1","ENSG00000173744",0.634610992323955,0.00122860643152202,"NS"
"RGL1","ENSG00000143344",0.920956673667053,0.0012286496788897,"NS"
"UBXN7","ENSG00000163960",-0.4236819544716,0.00123388206116684,"NS"
"PLAAT1","ENSG00000127252",1.51612749027546,0.00123601775991096,"Up"
"BEND2","ENSG00000177324",1.232592367201,0.001237083694622,"Up"
"EIPR1","ENSG00000032389",0.312311153269998,0.00123863076300269,"NS"
"BRIP1","ENSG00000136492",0.811290783612292,0.00123962429948226,"NS"
"SERPING1","ENSG00000149131",1.52427721568756,0.00124050715931651,"Up"
"ARHGAP23","ENSG00000275832",0.941916847246067,0.00124116784321142,"NS"
"INPP4A","ENSG00000040933",-0.289777475124802,0.00124203479621372,"NS"
"NRM","ENSG00000137404",0.423032907121993,0.00124238179698152,"NS"
"TRIAP1","ENSG00000170855",0.354230384300064,0.00124370423455021,"NS"
"MAGI2","ENSG00000187391",1.13795184604419,0.00124404498017433,"Up"
"SRR","ENSG00000167720",0.594044229803957,0.00124404498017433,"NS"
"PPA1","ENSG00000180817",0.599527255403461,0.00125091583476088,"NS"
"ZDHHC3","ENSG00000163812",0.329229382381681,0.00125271779916873,"NS"
"TESC","ENSG00000088992",0.445726540988321,0.00125525473253997,"NS"
"SIGLEC1","ENSG00000088827",2.25156932450334,0.00126414319323145,"Up"
"NFATC3","ENSG00000072736",-0.288413854709346,0.00126743750278663,"NS"
"TP53RK","ENSG00000172315",-0.466097977799897,0.00126796711944675,"NS"
"CCT7","ENSG00000135624",0.229792331434745,0.00126806169277972,"NS"
NA,"ENSG00000272419",-0.621772773580656,0.00126877650601717,"NS"
"PFKP","ENSG00000067057",0.490186001506991,0.00127000824768171,"NS"
"RPL36AL","ENSG00000165502",0.298418084100847,0.00127264928932187,"NS"
NA,"ENSG00000251615",-0.891214871501145,0.00127344307157826,"NS"
"ZNF436","ENSG00000125945",-0.504893142228883,0.00127483954873346,"NS"
"NEAT1","ENSG00000245532",0.495047084782601,0.00128429743067736,"NS"
"SSNA1","ENSG00000176101",0.310420523571501,0.00128805777131561,"NS"
"RIOK3","ENSG00000101782",0.439364649038109,0.00128839610802898,"NS"
NA,"ENSG00000279227",0.756876068704014,0.00128901222604096,"NS"
NA,"ENSG00000185485",-0.626353278135832,0.00129180404546656,"NS"
"NHP2","ENSG00000145912",0.29216841124589,0.00129570607473618,"NS"
"MSRB2","ENSG00000148450",0.541939668458263,0.00129908619480545,"NS"
"ZNF404","ENSG00000176222",-0.884809033637106,0.00129908619480545,"NS"
"KLHDC7B","ENSG00000130487",0.642217127664134,0.00130616337133187,"NS"
"LINC01138","ENSG00000274020",-0.517030825086697,0.001307750486165,"NS"
NA,"ENSG00000287789",-1.17761338503046,0.0013093622265311,"Down"
"CASK","ENSG00000147044",-0.379862094940683,0.00131108302938444,"NS"
"ANO10","ENSG00000160746",0.433134389511542,0.00131571192984782,"NS"
"FAM124A","ENSG00000150510",1.62094752395756,0.00131583706247499,"Up"
"TLN1","ENSG00000137076",0.343248372238021,0.00131595756817016,"NS"
"RPL7AP45","ENSG00000275160",-1.42369679789718,0.00131595756817016,"Down"
"HBQ1","ENSG00000086506",1.76326313821776,0.00131595756817016,"Up"
"LUC7L","ENSG00000007392",-0.300992686536651,0.00131595756817016,"NS"
"ZNF567-DT","ENSG00000225975",-0.766633428197333,0.0013173492865362,"NS"
"COG5","ENSG00000164597",-0.336942630221895,0.00131820998014815,"NS"
"SKA2","ENSG00000182628",0.489055350486222,0.00131820998014815,"NS"
"KXD1","ENSG00000105700",0.273917424741375,0.00131820998014815,"NS"
"NR4A3","ENSG00000119508",-1.87285933950965,0.00131855841348244,"Down"
"FH","ENSG00000091483",0.338163335512461,0.00132013790590699,"NS"
"KMT5A","ENSG00000183955",0.420728101323368,0.00132181619602351,"NS"
"VPS4B","ENSG00000119541",-0.279431109325395,0.00133028863371724,"NS"
"CLIC4","ENSG00000169504",0.615467793507,0.00133373491030631,"NS"
"TSR3","ENSG00000007520",0.292206292691657,0.00133455951136166,"NS"
"FAM151B","ENSG00000152380",0.998351664451515,0.00133624660849568,"NS"
"LY6E","ENSG00000160932",0.875916356872949,0.00133692187655935,"NS"
NA,"ENSG00000239665",-0.640774358415013,0.00133794853499365,"NS"
"LINC02777","ENSG00000232453",1.21791260481212,0.00133944453936504,"Up"
"SLC39A7","ENSG00000112473",0.420288011470792,0.00135492559139053,"NS"
"KIF13B","ENSG00000197892",0.340106327608891,0.00135622915475039,"NS"
"DNAJA3","ENSG00000103423",-0.266063859630156,0.00138011736380272,"NS"
"PSMA3","ENSG00000100567",0.361349500167476,0.00138094421972956,"NS"
"ZNF260","ENSG00000254004",-0.660119158171006,0.00138173895885845,"NS"
"ANKRD40","ENSG00000154945",-0.409297247116093,0.00138349943687189,"NS"
"COG1","ENSG00000166685",-0.29424616130712,0.00138349943687189,"NS"
"BCL6-AS1","ENSG00000285938",0.738674170091241,0.0013877586203949,"NS"
"MYB","ENSG00000118513",0.618525570994801,0.00139351063006669,"NS"
"SEC24D","ENSG00000150961",0.482577971273739,0.00139384008927699,"NS"
